NewApp,Last,Office,Longitude,Month,County,Year,Latitude,Day,First
0,Rampy,BETHEL,-95.9202415,6,Anderson,1905,31.9201636,17,Hattie A.
0,Derden,BETHEL,-95.9202415,10,Anderson,1906,31.9201636,12,Milze J.
0,Howell,BETHEL,-95.9202415,8,Anderson,1907,31.9201636,6,Belle
0,Derden,BETHEL,-95.9202415,10,Anderson,1909,31.9201636,2,Mary E.
1,Stafford,BLACKFOOT,-95.8352401,6,Anderson,1886,31.9462741,3,Wm. U.
0,Gage,BLACKFOOT,-95.8352401,11,Anderson,1886,31.9462741,1,John L.
0,Wylie,BLACKFOOT,-95.8352401,12,Anderson,1889,31.9462741,28,T. F.
0,Colvin,BLACKFOOT,-95.8352401,3,Anderson,1890,31.9462741,26,Harriet L. V.
0,Jenkins,BLACKFOOT,-95.8352401,10,Anderson,1897,31.9462741,4,Wiley H.
0,McDonald,BLACKFOOT,-95.8352401,11,Anderson,1899,31.9462741,17,Emlia C.
0,Gatewood,BLACKFOOT,-95.8352401,7,Anderson,1902,31.9462741,8,Elisha
1,Bradford,BRADFORD,-95.7666283,5,Anderson,1882,31.9887729,26,Pond L.
0,Scarborough,BRADFORD,-95.7666283,7,Anderson,1897,31.9887729,30,Anna
1,Gilbert,BRIT,,5,Anderson,1904,,2,G. W.
0,Holcomb,BRIT,,7,Anderson,1904,,18,Jeff D.
0,McCracken,BRIT,,2,Anderson,1905,,3,Louisa J.
0,Rogers,BRUSHY CREEK,-95.6149581,11,Anderson,1875,31.9576644,22,J. C.
0,Goolsby,BRUSHY CREEK,-95.6149581,2,Anderson,1882,31.9576644,3,J. A.
0,Alexander,BRUSHY CREEK,-95.6149581,4,Anderson,1883,31.9576644,25,Chris. L.
0,Cely,BRUSHY CREEK,-95.6149581,4,Anderson,1886,31.9576644,15,John F.
0,Coker,BRUSHY CREEK,-95.6149581,9,Anderson,1897,31.9576644,23,Robt.
0,McDonald,BRUSHY CREEK,-95.6149581,11,Anderson,1897,31.9576644,24,Albert H.
0,Patterson,BRUSHY CREEK,-95.6149581,3,Anderson,1898,31.9576644,15,John W.
0,Cely,BRUSHY CREEK,-95.6149581,4,Anderson,1886,31.9576644,15,John F.
0,Elrod,BRUSHY CREEK,-95.6149581,5,Anderson,1899,31.9576644,18,Lawrence B.
0,Gaines,BRUSHY CREEK,-95.6149581,1,Anderson,1903,31.9576644,13,Benj. F.
0,Lunsford,BRUSHY CREEK,-95.6149581,1,Anderson,1908,31.9576644,22,Uriah W.
0,Lunsford,BRUSHY CREEK,-95.6149581,10,Anderson,1913,31.9576644,6,Wm. H.
0,Gaines,BRUSHY CREEK,-95.6149581,2,Anderson,1916,31.9576644,18,B. F.
0,Evans,BRUSHY CREEK,-95.6149581,3,Anderson,1917,31.9576644,27,Alfred L.
0,Godley,BRUSHY CREEK,-95.6149581,2,Anderson,1921,31.9576644,16,Arch. G.
0,Berry,BRUSHY CREEK,-95.6149581,8,Anderson,1922,31.9576644,15,Doyle P.
0,Cely,BRUSHY CREEK,-95.6149581,7,Anderson,1923,31.9576644,17,Frank I.
1,Patterson,CANTRELL,,12,Anderson,1901,,19,Ruth R.
1,Davenport,CAYUGA,-95.9765121,5,Anderson,1894,31.9567328,7,Wm. A.
0,Cornwell,CAYUGA,-95.9765121,7,Anderson,1897,31.9567328,29,Cora L.
0,Godley,CAYUGA,-95.9765121,8,Anderson,1903,31.9567328,3,Beulah
0,Thomas,CAYUGA,-95.9765121,12,Anderson,1906,31.9567328,3,Mamie C.
0,Godley,CAYUGA,-95.9765121,2,Anderson,1909,31.9567328,19,Beulah
0,Harton,CAYUGA,-95.9765121,4,Anderson,1910,31.9567328,2,Jewel
0,Johnson,CAYUGA,-95.9765121,10,Anderson,1910,31.9567328,5,Jos. A.
1,Brown,COUNTY LINE,-95.7524618,4,Anderson,1903,32.039604,14,Wm. M.
1,Brown,DENMARK,,8,Anderson,1905,,2,Isaac W.
2,Day,DENMARK,,8,Anderson,1913,,27,Chas. L.
1,Wortham,DENSON SPRING,,12,Anderson,1893,,28,John W.
0,Cone,DENSON SPRING,,6,Anderson,1910,,27,John P.
2,Bourman,DENSON SPRING,,5,Anderson,1915,,1,Joel H.
0,Thompson,DENSON SPRING,,2,Anderson,1917,,19,Wm. E.
1,Kennedy,ELKHART,-95.5799125,3,Anderson,1850,31.6261166,19,Jos.
3,Bryan,ELKHART,-95.5799125,1,Anderson,1874,31.6261166,28,Jas. W.
0,Caldwell,ELKHART,-95.5799125,10,Anderson,1874,31.6261166,13,Wm. S.
0,Douthit,ELKHART,-95.5799125,7,Anderson,1875,31.6261166,29,E. V.
0,Ray,ELKHART,-95.5799125,1,Anderson,1876,31.6261166,17,John C.
0,Harris,ELKHART,-95.5799125,7,Anderson,1878,31.6261166,22,Thos. J.
0,Bryan,ELKHART,-95.5799125,12,Anderson,1879,31.6261166,16,Jas. W.
0,Horn,ELKHART,-95.5799125,1,Anderson,1899,31.6261166,19,Stephen
0,Hawthorn,ELKHART,-95.5799125,11,Anderson,1905,31.6261166,2,Wm. D.
0,Kennedy,ELKHART,-95.5799125,9,Anderson,1913,31.6261166,20,Aug. E.
0,Kennedy,ELKHART,-95.5799125,10,Anderson,1917,31.6261166,22,Roger Q.
0,Hawthorn,ELKHART,-95.5799125,1,Anderson,1924,31.6261166,16,Wm. D.
1,Rogers,ELMTOWN,-95.6285686,12,Anderson,1901,31.8959996,11,Benj. F.
0,Tippen,ELMTOWN,-95.6285686,2,Anderson,1906,31.8959996,23,Benj. F.
1,Elrod,ELROD,,7,Anderson,1899,,5,John H.
1,Harding,FITZGERALD,,2,Anderson,1888,,20,Wm. H.
0,Kelley,FITZGERALD,,7,Anderson,1889,,15,Cornelius D.
1,Emerson,FOSTERVILLE,-95.614681,8,Anderson,1870,32.010718,30,Jas. M.
0,Dickerson,FOSTERVILLE,-95.614681,8,Anderson,1880,32.010718,31,W. R.
0,Doughty,FOSTERVILLE,-95.614681,11,Anderson,1880,32.010718,9,Felix F.
0,Neely,FOSTERVILLE,-95.614681,8,Anderson,1881,32.010718,17,J. C.
0,Milner,FOSTERVILLE,-95.614681,10,Anderson,1881,32.010718,13,T. F.
0,Welborn,FOSTERVILLE,-95.614681,1,Anderson,1883,32.010718,29,Wm. P.
0,Emerson,FOSTERVILLE,-95.614681,11,Anderson,1885,32.010718,25,Jas. M.
0,Whitfield,FOSTERVILLE,-95.614681,2,Anderson,1905,32.010718,25,Jerrie C.
0,Garrett,FRANKSTON,-95.502626,6,Anderson,1907,32.050229,19,Dallas
0,Ayres,FRANKSTON,-95.502626,12,Anderson,1914,32.050229,29,Sallie M.
0,Gardner,FRANKSTON,-95.502626,7,Anderson,1917,32.050229,21,Sallie M.
0,Campbell,FRANKSTON,-95.502626,3,Anderson,1922,32.050229,2,Edgar M.
0,Garrett,FRANKSTON,-95.502626,12,Anderson,1925,32.050229,1,Basil L.
1,Garner,GOODSONVILLE,,4,Anderson,1888,,23,Geo. A.
0,Goodson,GOODSONVILLE,,2,Anderson,1889,,1,Jacob
0,Heidleburg,GOODSONVILLE,,12,Anderson,1893,,14,Paul B.
1,Herrington,HANKS,-1,5,Anderson,1894,-1,21,Elijah
2,Fain,HENDERSONVILLE,,5,Anderson,1860,,21,Joel
0,Fain,HENDERSONVILLE,,7,Anderson,1861,,12,Joel
3,Wallace,HENDERSONVILLE,,2,Anderson,1867,,27,Wm. S.
1,Sadler,IONI,,11,Anderson,1848,,30,Wm. T.
2,Jones,IONI,,6,Anderson,1858,,2,August K. W.
0,Fuller,IONI,,11,Anderson,1859,,10,John B.
0,Miller,IONI,,2,Anderson,1860,,10,Matt.
0,Moore,IONI,,7,Anderson,1860,,14,Wm.
0,Moore,IONI,,1,Anderson,1862,,17,Wm.
3,Grayson,IONI,,10,Anderson,1870,,14,Robt. P.
0,Howe,IONI,,5,Anderson,1878,,6,D.
0,Campbell,IONI,,5,Anderson,1878,,24,Wm. H.
0,Totty,IONI,,7,Anderson,1885,,30,Wm.
0,Thompson,IONI,,5,Anderson,1888,,10,Wm. H.
0,Bush,IONI,,3,Anderson,1892,,7,Wm. C.
0,Thompson,IONI,,5,Anderson,1893,,10,Wm. H.
0,Bush,IONI,,8,Anderson,1895,,27,Jas. E.
0,Thompson,IONI,,12,Anderson,1896,,14,Retilla P.
1,Mosley,KICKAPOO,,12,Anderson,1850,,16,John
2,Baker,KICKAPOO,,6,Anderson,1852,,25,David B.
0,Miller,KICKAPOO,,12,Anderson,1853,,2,Wm. R.
0,Robinson,KICKAPOO,,3,Anderson,1857,,6,Asa
0,Henderson,KICKAPOO,,12,Anderson,1857,,31,Jos. D.
0,Rhome,KICKAPOO,,3,Anderson,1859,,16,Romulus J.
0,Rhome,KICKAPOO,,8,Anderson,1861,,6,R. J.
0,Baker,KICKAPOO,,12,Anderson,1861,,28,D. B.
0,Mosley,KICKAPOO,,3,Anderson,1866,,14,Isham
0,Honigsberger,KICKAPOO,,11,Anderson,1866,,15,Isaac
0,Buckingham,KICKAPOO,,12,Anderson,1866,,7,Thos. H.
0,Garland,KICKAPOO,,8,Anderson,1869,,24,Thos. L.
0,Miller,KICKAPOO,,1,Anderson,1877,,9,Wm. R.
0,Miller,KICKAPOO,,0,Anderson,0,,17? Aug 1886,Reuben C.
0,Cook,KICKAPOO,,2,Anderson,1891,,20,Jas. M.
0,Freeman,KICKAPOO,,5,Anderson,1902,,17,Pierce
1,Haygood,MAGNOLIA,-95.754257,11,Anderson,1851,30.208352,17,Wm. A.
0,Hagwood,MAGNOLIA,-95.754257,4,Anderson,1862,30.208352,15,Wm. A.
2,Fields,MAGNOLIA,-95.754257,12,Anderson,1870,30.208352,21,Henry
1,Thompson,MANSON,-95.5391204,1,Anderson,1898,31.768227,31,Franklin F.
1,Millican,MARLOW,,4,Anderson,1902,,25,Wm. A.
1,Anglin,MARLOW'S MILL,,9,Anderson,1853,,9,Wm. R.
1,Donson,MASSEY LAKE,-95.8682954,12,Anderson,1922,31.812112,20,Ben H.
0,Wilson Sr.,MASSEY LAKE,-95.8682954,5,Anderson,1925,31.812112,16,Frank K.
0,Hamilton,MASSEY LAKE,-95.8682954,1,Anderson,1929,31.812112,24,Mrs. V. R.
1,Sumatte,MITTO,,5,Anderson,1858,,10,Wm. M.
0,Sumatte,MITTO,,7,Anderson,1861,,12,Wm. M.
1,Rose,MIZPAH,,8,Anderson,1901,,6,Anna K.
0,Gray,MIZPAH,,12,Anderson,1903,,28,Henry S.
1,Gaught,MONINGTON,,8,Anderson,1918,,30,Louise A.
0,Johnson,MONINGTON,,5,Anderson,1921,,5,Houston D.
0,Hester,MONINGTON,,4,Anderson,1923,,19,Geo. G.
1,Hamlett Jr.,MONTALBA,-95.733595,3,Anderson,1882,31.875672,20,Wm. J.
0,Hamlett,MONTALBA,-95.733595,1,Anderson,1883,31.875672,10,Mrs. Mary E.
0,Ferguson,MONTALBA,-95.733595,1,Anderson,1907,31.875672,4,John F.
0,Hendrix,MONTALBA,-95.733595,3,Anderson,1908,31.875672,3,John G.
0,Harris,MONTALBA,-95.733595,7,Anderson,1920,31.875672,15,Nora
0,Hendrix,MONTALBA,-95.733595,12,Anderson,1920,31.875672,9,John G.
0,Harris,MONTALBA,-95.733595,8,Anderson,1923,31.875672,22,Wm. I.
0,Sutherlin,MONTALBA,-95.733595,4,Anderson,1924,31.875672,18,Lona R.
0,Auld,MONTALBA,-95.733595,11,Anderson,1931,31.875672,5,Evelyn
1,Dunn,NECHES,-95.4957631,5,Anderson,1892,31.8675334,17,Thos. R.
0,Caroll,NECHES,-95.4957631,5,Anderson,1905,31.8675334,11,Frank O.
0,Maraman,NECHES,-95.4957631,3,Anderson,1910,31.8675334,3,Edna P.
0,Mahaffey,NECHES,-95.4957631,12,Anderson,1910,31.8675334,12,Abner D.
0,Brown,NECHES,-95.4957631,8,Anderson,1914,31.8675334,14,John F.
0,Daly,NECHES,-95.4957631,9,Anderson,1916,31.8675334,30,Ernest L.
0,Spalding,NECHES,-95.4957631,3,Anderson,1920,31.8675334,11,Louis E.
0,Howe,NECHES,-95.4957631,8,Anderson,1922,31.8675334,4,Ed. S.
0,Capps,NECHESVILLE,-95.4957876,12,Anderson,1872,31.8668353,23,John Q. A.
0,Dunn,NECHESVILLE,-95.4957876,1,Anderson,1876,31.8668353,7,Thos. R.
1,Shelton,PALESTINE,-95.6274556,3,Anderson,1847,31.7582267,8,Chas.
0,McLure,PALESTINE,-95.6274556,8,Anderson,1848,31.7582267,3,Alex.
0,Formwalt,PALESTINE,-95.6274556,7,Anderson,1853,31.7582267,16,John A.
0,Wortham,PALESTINE,-95.6274556,2,Anderson,1854,31.7582267,28,Thos. J. C.
0,Formwalt,PALESTINE,-95.6274556,5,Anderson,1854,31.7582267,5,John A.
0,Bailey,PALESTINE,-95.6274556,12,Anderson,1855,31.7582267,29,Eli
0,Bailey,PALESTINE,-95.6274556,7,Anderson,1861,31.7582267,12,Eli
0,Tunstall,PALESTINE,-95.6274556,12,Anderson,1865,31.7582267,23,Wm. V.
0,Cuthbertson,PALESTINE,-95.6274556,8,Anderson,1868,31.7582267,5,Thos.
0,Hunt,PALESTINE,-95.6274556,12,Anderson,1869,31.7582267,15,Albert F.
0,Mead,PALESTINE,-95.6274556,5,Anderson,1870,31.7582267,9,Jas. H.
0,Butler,PALESTINE,-95.6274556,3,Anderson,1871,31.7582267,3,Thos. M.
0,Kelly,PALESTINE,-95.6274556,6,Anderson,1871,31.7582267,20,Geo. D.
0,Pells,PALESTINE,-95.6274556,10,Anderson,1872,31.7582267,21,Jos. F.
0,Ferguson,PALESTINE,-95.6274556,2,Anderson,1886,31.7582267,15,Alex.
0,Dilley,PALESTINE,-95.6274556,1,Anderson,1890,31.7582267,16,Geo. E.
0,McReynolds,PALESTINE,-95.6274556,2,Anderson,1894,31.7582267,16,Z. A.
0,Hall,PALESTINE,-95.6274556,5,Anderson,1898,31.7582267,10,Thos.
0,Burkitt Jr.,PALESTINE,-95.6274556,2,Anderson,1907,31.7582267,21,Geo. W.
0,Hearne,PALESTINE,-95.6274556,7,Anderson,1913,31.7582267,3,John R.
0,Matthews,PALESTINE,-95.6274556,8,Anderson,1913,31.7582267,1,Robt. C.
0,Welch,PALESTINE,-95.6274556,2,Anderson,1923,31.7582267,24,Thos. M.
1,Stalcup,PARKER'S BLUFF,,8,Anderson,1870,,24,John J.
0,Williams,PARKER'S BLUFF,,10,Anderson,1870,,7,Anderson
1,Ward,PARKERSVILLE,,3,Anderson,1857,,24,Fitzhugh
0,Ward,PARKERSVILLE,,8,Anderson,1861,,6,Fitzhugh
1,Hanks,PLENTITUDE,-1,11,Anderson,1850,-1,19,Jas. S.
0,Mitchell,PLENTITUDE,-1,6,Anderson,1856,-1,28,Pinckney
0,Brooks,PLENTITUDE,-1,2,Anderson,1858,-1,18,Wm. A.
0,Quarles,PLENTITUDE,-1,2,Anderson,1859,-1,18,Hamilton G.
0,Henry,PLENTITUDE,-1,5,Anderson,1860,-1,7,Isaac H.
0,Pinson,PLENTITUDE,-1,12,Anderson,1864,-1,21,Thos. L.
0,Jones,PLENTITUDE,-1,3,Anderson,1866,-1,22,August R. W.
2,Starr,PLENTITUDE,-1,6,Anderson,1870,-1,17,Jasper
3,Starr,PLENTITUDE,-1,7,Anderson,1875,-1,1,Jasper
0,Davis,PLENTITUDE,-1,12,Anderson,1877,-1,10,John A.
1,Kemp,PRAIRIE POINT,,2,Anderson,1873,,26,Francis
2,Young Jr.,PRAIRIE POINT,,2,Anderson,1876,,24,John
1,Prewitt,PREWITT'S TAN YARD,,11,Anderson,1858,,2,Ira
0,Prewitt,PREWITT'S TAN YARD,,10,Anderson,1864,,18,Ira
2,Campbell,PREWITT'S TAN YARD,,6,Anderson,1867,,10,Jas. I.
1,Rehm,PRICE,-94.943889,9,Anderson,1899,32.133733,5,Margaret M.
0,Price,PRICE,-94.943889,11,Anderson,1900,32.133733,12,Cynthia
1,Stewart,ROADVILLE,,7,Anderson,1852,,30,Jas.
0,Lewis,ROADVILLE,,10,Anderson,1854,,18,Robt. B.
0,Wilson,ROADVILLE,,4,Anderson,1856,,15,Andrew
0,Wilson,ROADVILLE,,12,Anderson,1857,,26,Wm. P.
0,Hatton,ROADVILLE,,12,Anderson,1858,,14,Jas. M.
2,Butler,ROADVILLE,,10,Anderson,1859,,26,Chas. W.
1,Salmon,SALMON,-95.4982843,7,Anderson,1902,31.5729542,1,Marydec
0,Morehead,SALMON,-95.4982843,3,Anderson,1911,31.5729542,28,John H.
0,Smith,SALMON,-95.4982843,12,Anderson,1911,31.5729542,12,Robt. F.
0,LaRue,SALMON,-95.4982843,2,Anderson,1915,31.5729542,23,Amanda J.
0,Smith,SALMON,-95.4982843,8,Anderson,1919,31.5729542,30,. Robt. F.
1,Stewart,SAND SPRING,,4,Anderson,1850,,15,Wm.
-1,Heidleberg,SAUNDERS,,11,Anderson,1901,,16,Paul B.
1,McDaniel,SLOCUM,-95.4621725,1,Anderson,1898,31.6312864,4,Edmon T.
0,Power,SLOCUM,-95.4621725,6,Anderson,1903,31.6312864,25,Elberto H.
0,Gray,SLOCUM,-95.4621725,11,Anderson,1904,31.6312864,18,Jas. F.
0,Henderson,SLOCUM,-95.4621725,5,Anderson,1905,31.6312864,3,Geo.
0,Gray,SLOCUM,-95.4621725,8,Anderson,1911,31.6312864,5,Jas. F.
0,Strong,SLOCUM,-95.4621725,1,Anderson,1915,31.6312864,26,Cora E.
0,Davis,SLOCUM,-95.4621725,8,Anderson,1928,31.6312864,7,Arion H.
2,Davis,SLOCUM,-95.4621725,12,Anderson,1929,31.6312864,6,Arion H.
1,Devany,STEELBORO,,5,Anderson,1891,,6,Geo.
1,Gibson,STILL'S CREEK,-95.4063391,2,Anderson,1857,31.7671168,28,G. W.
0,Anglin,STILL'S CREEK,-95.4063391,4,Anderson,1857,31.7671168,16,Valentine S.
1,Woolverton,TENNESSEE COLONY,-95.8408781,3,Anderson,1852,31.8346064,24,John
0,King,TENNESSEE COLONY,-95.8408781,5,Anderson,1860,31.8346064,2,Zeb. H.
0,Hefley,TENNESSEE COLONY,-95.8408781,7,Anderson,1861,31.8346064,12,G. W.
2,Walker,TENNESSEE COLONY,-95.8408781,6,Anderson,1867,31.8346064,10,John
3,Avant,TENNESSEE COLONY,-95.8408781,9,Anderson,1875,31.8346064,22,Mason S.
0,Avant,TENNESSEE COLONY,-95.8408781,9,Anderson,1906,31.8346064,24,Marcus E.
-1,Young Jr.,TUCKER,,1,Anderson,1882,,31,John
0,Johnston,TUCKER,,12,Anderson,1883,,10,Henry F.
0,Glenn,TUCKER,,2,Anderson,1890,,14,Henry
0,Peebles,TUCKER,,3,Anderson,1892,,10,Thos. H.
0,Keller,TUCKER,,9,Anderson,1895,,6,John P. C.
3,McClanahan,TUCKER,,4,Anderson,1900,,21,Florence M.
0,McClanahan,TUCKER,,9,Anderson,1903,,26,Elizabeth R.
0,Keeling,TUCKER,,1,Anderson,1905,,6,Wm. V.
1,Hunter,WILD CAT BLUFF,,12,Anderson,1859,,12,H. J.
0,Hardgrave,WILD CAT BLUFF,,2,Anderson,1860,,3,Jas. B.
0,Whatley,WILD CAT BLUFF,,8,Anderson,1860,,23,Eulicious R.
2,Barry,WILD CAT BLUFF,,1,Anderson,1870,,12,Geo.
1,Gray,YARD,-95.9710757,7,Anderson,1903,31.8615543,21,Brucy C.
2,Gray,YARD,-95.9710757,9,Anderson,1911,31.8615543,14,Peter
1,White,ANDREWS,-102.5499064,1,Andrews,1909,32.3277494,20,Thos. M.
0,Brown,ANDREWS,-102.5499064,4,Andrews,1911,32.3277494,10,Aubrey N.
0,Haag,ANDREWS,-102.5499064,1,Andrews,1915,32.3277494,13,Edmund L.
0,Irwin,ANDREWS,-102.5499064,8,Andrews,1919,32.3277494,28,Mary H.
0,Wilson,ANDREWS,-102.5499064,8,Andrews,1921,32.3277494,24,Roy
0,Mathews,ANDREWS,-102.5499064,3,Andrews,1926,32.3277494,26,Florence
0,Louis,ANDREWS,-102.5499064,2,Andrews,1929,32.3277494,5,Florence M.
0,Burkett,ANDREWS,-102.5499064,4,Andrews,1931,32.3277494,28,Edgar W.
1,Taylor,ETHEL,-96.8441658,3,Andrews,1908,33.5437202,21,Arthur H.
0,Gaines,ETHEL,-96.8441658,7,Andrews,1908,33.5437202,30,J. Grundy
1,Smith,FLOREY,-102.5898904,1,Andrews,1909,32.4528797,18,Lee N.
0,Wilson,FLOREY,-102.5898904,11,Andrews,1909,32.4528797,22,Wm. A.
0,Gilbert,FLOREY,-102.5898904,11,Andrews,1910,32.4528797,19,John B.
0,Florey,FLOREY,-102.5898904,5,Andrews,1913,32.4528797,19,Carrie E.
0,Clewis,FLOREY,-102.5898904,1,Andrews,1917,32.4528797,4,John D.
0,Carter,FLOREY,-102.5898904,5,Andrews,1920,32.4528797,4,Jas. P.
0,Dunaway,FLOREY,-102.5898904,6,Andrews,1921,32.4528797,24,Chas. F.
0,Myrick,FLOREY,-102.5898904,11,Andrews,1923,32.4528797,30,Ethel V.
0,Lane,FLOREY,-102.5898904,4,Andrews,1927,32.4528797,23,Dollie
0,Wooley,FLOREY,-102.5898904,10,Andrews,1927,32.4528797,24,Henry H.
0,Wooley,FLOREY,-102.5898904,10,Andrews,1931,32.4528797,12,Mrs. Lorena
1,Van Hollebeke,HOLLEBEKE,,8,Andrews,1903,,14,Pierre
0,Williamson,HOLLEBEKE,,8,Andrews,1906,,21,Esquire T.
-1,Logsdon,LOGSDON,,6,Andrews,1908,,23,Minnie W.
0,Logsdon,LOGSDON,,3,Andrews,1914,,31,Ethel N.
0,Hoover,LOGSDON,,10,Andrews,1915,,15,Evalena
1,Irwin,SHAFTER LAKE,-102.6660033,7,Andrews,1907,32.4045499,19,Bert M.
0,Wagner,SHAFTER LAKE,-102.6660033,8,Andrews,1910,32.4045499,26,Jimmie
0,Irwin,SHAFTER LAKE,-102.6660033,1,Andrews,1911,32.4045499,6,John W.
0,Johnson,SHAFTER LAKE,-102.6660033,2,Andrews,1915,32.4045499,17,Benj. A.
0,Murphy,SHAFTER LAKE,-102.6660033,12,Andrews,1928,32.4045499,19,Virgil W.
1,McConnell,ALCEDO,,10,Angelina,1916,,26,Seth A.
0,Dunn,ALCEDO,,4,Angelina,1917,,5,Thos. W.
0,Lester,ALCEDO,,9,Angelina,1917,,27,Birdie
2,McMullen,ALCEDO,,5,Angelina,1919,,20,Thos. W.
0,Marshall,ALCEDO,,12,Angelina,1919,,30,Edd. S.
1,Bradshaw,ANGELINA,,7,Angelina,1855,,2,Josiah
2,[Re-established) Parker,ANGELINA,,5,Angelina,1860,,16,Jas.
0,Hensarling,ANGELINA,,9,Angelina,1861,,25,Jesse C.
3,[Re-established] Moseley,ANGELINA,,4,Angelina,1898,,29,Malcolm J.
0,Roberts,ANGELINA,,5,Angelina,1899,,9,Edgar A.
0,Kilgore,ANGELINA,,5,Angelina,1899,,27,Homer
0,Baker,ANGELINA,,4,Angelina,1900,,20,Henry
0,Foster,ANGELINA,,1,Angelina,1901,,7,Leonidas B.
1,Byrns,BABER,,1,Angelina,1907,,31,Jas.
0,Hickman,BABER,,3,Angelina,1908,,13,Edgar T.
0,Fisher,BABER,,9,Angelina,1912,,28,Jos. F.
1,Townsend,BAKER,,7,Angelina,1889,,20,Martin W.
2,Fenley,BAKER,,10,Angelina,1894,,26,Zack P.
3,Townsend,BAKER,,8,Angelina,1895,,19,Martin W.
0,Matthews,BAKER,,1,Angelina,1901,,31,John S.
0,Cates,BAKER,,5,Angelina,1901,,10,Jos. D.
1,Ballentine,BONNER'S MILL,-1,6,Angelina,1876,-1,13,Chas. A.
0,Bonner,BONNER'S MILL,-1,7,Angelina,1877,-1,2,W. H.
1,Futch,BRADLEY,,8,Angelina,1881,,29,J. M.
1,Medford,BREAKER,,9,Angelina,1884,,23,Geo. A.
1,Stovall,BURKE,-94.7685411,3,Angelina,1886,31.2318536,20,David M.
0,Roberts,BURKE,-94.7685411,5,Angelina,1887,31.2318536,23,Dixie
0,Treadwell,BURKE,-94.7685411,3,Angelina,1888,31.2318536,7,Stephen J.
0,Mantooth,BURKE,-94.7685411,9,Angelina,1897,31.2318536,11,Wm. B.
0,McCall,BURKE,-94.7685411,9,Angelina,1914,31.2318536,2,Ina
